,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSDARG00000041098,37.12104828,3.844002867,0.82370924,4.666698732,3.06E-06,0.000132561
ENSDARG00000044261,28.828309,3.844327966,0.80338415,4.785167803,1.71E-06,8.14E-05
ENSDARG00000014024,30.45546666,3.845549832,0.772265713,4.979568259,6.37E-07,3.64E-05
ENSDARG00000061762,51.43334201,3.845671785,0.770521275,4.991000134,6.01E-07,3.50E-05
ENSDARG00000071215,58.47849961,3.846385878,0.622386148,6.180063436,6.41E-10,1.29E-07
ENSDARG00000056029,47.19187373,3.84840787,0.765756854,5.025626408,5.02E-07,2.99E-05
ENSDARG00000062156,149.1464324,3.848531818,0.784181838,4.907703329,9.21E-07,4.87E-05
ENSDARG00000104716,52.33932348,3.848706113,0.789333271,4.875894953,1.08E-06,5.49E-05
ENSDARG00000100190,127.6053182,3.84918296,0.739478983,5.205263503,1.94E-07,1.37E-05
ENSDARG00000055514,732.1398516,3.851599254,0.759633612,5.070338115,3.97E-07,2.48E-05
ENSDARG00000018757,90.58118939,3.855076816,0.805972041,4.783139634,1.73E-06,8.19E-05
ENSDARG00000096726,51.60583421,3.855862918,0.811264456,4.752905036,2.01E-06,9.35E-05
ENSDARG00000075833,46.88552347,3.859159199,0.733137242,5.263897367,1.41E-07,1.04E-05
ENSDARG00000051814,54.76040325,3.864343775,0.789232808,4.896329366,9.76E-07,5.04E-05
ENSDARG00000090607,47.35389891,3.882944072,0.766314123,5.067039685,4.04E-07,2.51E-05
ENSDARG00000093124,33.09717575,3.887330399,0.809891805,4.799814465,1.59E-06,7.65E-05
ENSDARG00000010318,36.06757649,3.888807121,0.719276489,5.406553918,6.42E-08,5.54E-06
ENSDARG00000097559,161.845921,3.889196941,0.864946067,4.49646179,6.91E-06,0.000258889
ENSDARG00000089724,83.34127237,3.893568069,0.782359575,4.976698943,6.47E-07,3.67E-05
ENSDARG00000052045,18.30716621,3.894362331,0.707042697,5.507959206,3.63E-08,3.45E-06
ENSDARG00000089441,463.3061425,3.906626484,0.683629102,5.714540931,1.10E-08,1.35E-06
ENSDARG00000019808,379.4412621,3.909290821,0.705024867,5.544897785,2.94E-08,2.95E-06
ENSDARG00000096874,107.695766,3.91686655,0.787892446,4.971321366,6.65E-07,3.75E-05
ENSDARG00000076146,19.40456278,3.917223787,0.811031761,4.829926492,1.37E-06,6.70E-05
ENSDARG00000028507,1111.509079,3.917344335,0.709977665,5.517559955,3.44E-08,3.33E-06
ENSDARG00000074510,30.41530049,3.921214327,0.763587946,5.135249117,2.82E-07,1.90E-05
ENSDARG00000076861,76.14401111,3.924807873,0.767139196,5.116161306,3.12E-07,2.07E-05
ENSDARG00000103503,35183.15873,3.925337589,0.55355852,7.091097773,1.33E-12,1.14E-09
ENSDARG00000024775,101.1847882,3.925356552,0.690835414,5.682043035,1.33E-08,1.56E-06
ENSDARG00000110186,119.1204884,3.927945899,0.745211768,5.270912331,1.36E-07,1.01E-05
ENSDARG00000020417,12.88874948,3.934220899,0.840936766,4.678378992,2.89E-06,0.000126511
ENSDARG00000062171,235.7209601,3.940635429,0.48355198,8.149352277,3.66E-16,1.30E-12
ENSDARG00000088116,233.3418818,3.942061268,0.738252906,5.339716561,9.31E-08,7.16E-06
ENSDARG00000071021,294.817167,3.94306161,0.712507372,5.5340643,3.13E-08,3.10E-06
ENSDARG00000102059,41.98245331,3.946056204,0.790711773,4.99051151,6.02E-07,3.50E-05
ENSDARG00000036943,149.6919124,3.946071351,0.689021236,5.727067824,1.02E-08,1.29E-06
ENSDARG00000100449,42.95774413,3.947603382,0.780947114,5.05489208,4.31E-07,2.62E-05
ENSDARG00000117345,35.49553226,3.951188047,0.772895839,5.11218698,3.18E-07,2.09E-05
ENSDARG00000078217,38.38246824,3.957419512,0.637600969,6.206733844,5.41E-10,1.15E-07
ENSDARG00000063283,57.29114675,3.966623458,0.725371315,5.468404079,4.54E-08,4.15E-06
ENSDARG00000058939,62.89157824,3.967396945,0.742380093,5.344158581,9.08E-08,7.02E-06
ENSDARG00000062204,18.88454963,3.977013252,0.782362209,5.083340179,3.71E-07,2.38E-05
ENSDARG00000056535,66.23396707,3.977345691,0.691825618,5.749058125,8.97E-09,1.18E-06
ENSDARG00000017953,24.30818503,3.986579816,0.712796936,5.592868899,2.23E-08,2.37E-06
ENSDARG00000057138,35.99275484,3.991333163,0.785034132,5.084279781,3.69E-07,2.38E-05
ENSDARG00000117636,26.30748274,3.992657672,0.768489335,5.195462697,2.04E-07,1.44E-05
ENSDARG00000058023,100.8147668,3.995848802,0.724059034,5.518678193,3.42E-08,3.32E-06
ENSDARG00000030778,16.32135306,3.996550749,0.794708022,5.028954834,4.93E-07,2.96E-05
ENSDARG00000094511,36.09201391,4.00200926,0.793237197,5.045160864,4.53E-07,2.75E-05
ENSDARG00000016691,299.5556759,4.002023504,0.708494496,5.648630339,1.62E-08,1.83E-06
ENSDARG00000104626,29.42012421,4.003081882,0.680666896,5.881117338,4.08E-09,6.13E-07
ENSDARG00000044935,85.29121061,4.003784549,0.811505165,4.933775803,8.07E-07,4.37E-05
ENSDARG00000117555,86.63509779,4.004177159,0.738886739,5.419202903,5.99E-08,5.23E-06
ENSDARG00000043211,101.6179287,4.006694167,0.711500341,5.631331341,1.79E-08,1.98E-06
ENSDARG00000098191,88.46912136,4.006808632,0.556232633,7.203476376,5.87E-13,5.98E-10
ENSDARG00000100582,179.6027606,4.011424321,0.657028355,6.105405175,1.03E-09,2.01E-07
ENSDARG00000056767,75.97578101,4.012990534,0.670059029,5.989010464,2.11E-09,3.56E-07
ENSDARG00000006491,63.47936557,4.018074493,0.676215079,5.942006643,2.82E-09,4.51E-07
ENSDARG00000012972,1193.205057,4.023898186,0.673547111,5.97418966,2.31E-09,3.84E-07
ENSDARG00000095665,45.92316112,4.024849178,0.817914641,4.920867012,8.62E-07,4.60E-05
ENSDARG00000036254,18.8653074,4.025266543,0.831451049,4.841254996,1.29E-06,6.38E-05
ENSDARG00000077419,104.5288482,4.027691389,0.768045051,5.244082212,1.57E-07,1.14E-05
ENSDARG00000006060,444.6125233,4.028686219,0.673783219,5.979202368,2.24E-09,3.75E-07
ENSDARG00000040717,43.87523984,4.030585828,0.769633958,5.23701662,1.63E-07,1.18E-05
ENSDARG00000036830,14640.35775,4.032009357,0.770492594,5.233028052,1.67E-07,1.20E-05
ENSDARG00000007080,99.62537217,4.033574045,0.765887897,5.266533212,1.39E-07,1.03E-05
ENSDARG00000022698,79.8174806,4.033883977,0.736712898,5.475516974,4.36E-08,4.01E-06
ENSDARG00000040921,28.39120282,4.034298984,0.790506902,5.103432966,3.34E-07,2.18E-05
ENSDARG00000079372,193.2897475,4.035686851,0.708802455,5.693669404,1.24E-08,1.47E-06
ENSDARG00000069503,110.6910972,4.045876971,0.646938683,6.253880121,4.00E-10,9.02E-08
ENSDARG00000100115,63.14799211,4.048785079,0.790531098,5.121601274,3.03E-07,2.02E-05
ENSDARG00000030896,165.0770373,4.051041432,0.795205062,5.094335567,3.50E-07,2.27E-05
ENSDARG00000101613,107.3283074,4.052996025,0.543152291,7.461988265,8.52E-14,1.25E-10
ENSDARG00000070041,40.87185646,4.054914713,0.827526236,4.90004369,9.58E-07,5.01E-05
ENSDARG00000037116,170.5942292,4.060993203,0.7523093,5.398036689,6.74E-08,5.72E-06
ENSDARG00000019521,243.1153652,4.066681216,0.575616373,7.064915818,1.61E-12,1.32E-09
ENSDARG00000054160,63.78846896,4.072888894,0.836633413,4.868188182,1.13E-06,5.66E-05
ENSDARG00000097909,43.66800006,4.073954352,0.692824371,5.88021225,4.10E-09,6.13E-07
ENSDARG00000004953,1543.60443,4.081470372,0.622156492,6.560198963,5.37E-11,1.88E-08
ENSDARG00000098315,65.9350064,4.082063496,0.806650173,5.060512766,4.18E-07,2.58E-05
ENSDARG00000039964,260.9333859,4.083528031,0.837383813,4.876530891,1.08E-06,5.49E-05
ENSDARG00000054122,86.36968725,4.089455392,0.773232957,5.288775333,1.23E-07,9.28E-06
ENSDARG00000014626,161.6938155,4.091801902,0.728292385,5.618350521,1.93E-08,2.10E-06
ENSDARG00000021787,433.8621716,4.092354852,0.805879921,5.078119887,3.81E-07,2.43E-05
ENSDARG00000090156,50.82549802,4.097070159,0.768250796,5.332985241,9.66E-08,7.41E-06
ENSDARG00000096712,1086.900582,4.100310197,0.766962404,5.346168437,8.98E-08,6.99E-06
ENSDARG00000053684,262.6286334,4.107077693,0.65323106,6.287327632,3.23E-10,7.51E-08
ENSDARG00000090369,578.4639236,4.108281449,0.712319029,5.767473956,8.05E-09,1.06E-06
ENSDARG00000069559,81.97875734,4.109668537,0.797701344,5.151888699,2.58E-07,1.77E-05
ENSDARG00000068148,70.67892827,4.112124002,0.763792507,5.38382344,7.29E-08,6.03E-06
ENSDARG00000058605,49.43280745,4.113763201,0.774292487,5.312931833,1.08E-07,8.21E-06
ENSDARG00000018263,57.24089446,4.113955658,0.775061254,5.307910356,1.11E-07,8.41E-06
ENSDARG00000004658,133.4461575,4.113966589,0.741291856,5.549725871,2.86E-08,2.89E-06
ENSDARG00000104574,38.69673227,4.115979042,0.686942977,5.991733198,2.08E-09,3.55E-07
ENSDARG00000025757,48.22189133,4.116938449,0.696116139,5.914154575,3.34E-09,5.25E-07
ENSDARG00000079345,157.7151353,4.117524401,0.766258373,5.373545718,7.72E-08,6.28E-06
ENSDARG00000094104,82.10484571,4.118350526,0.78598365,5.239740706,1.61E-07,1.17E-05
ENSDARG00000077975,30.58726644,4.119421629,0.76135386,5.410653111,6.28E-08,5.44E-06
ENSDARG00000074425,74.42699487,4.124615572,0.76858863,5.366480081,8.03E-08,6.46E-06
ENSDARG00000096363,45.95421576,4.132406518,0.78700497,5.250801045,1.51E-07,1.11E-05
ENSDARG00000055373,70.86766551,4.133453117,0.67965899,6.081657386,1.19E-09,2.26E-07
ENSDARG00000114451,219.2814023,4.140946605,0.753169806,5.498025241,3.84E-08,3.58E-06
ENSDARG00000027611,296.3316724,4.141963411,0.633299591,6.540290677,6.14E-11,2.10E-08
ENSDARG00000073912,35.79705298,4.160175678,0.805142736,5.167003926,2.38E-07,1.64E-05
ENSDARG00000096355,618.2065427,4.164959082,0.671575537,6.201773073,5.58E-10,1.17E-07
ENSDARG00000078717,465.4583238,4.170400389,0.777947557,5.360773164,8.29E-08,6.57E-06
ENSDARG00000091669,113.6629158,4.172828591,0.779695397,5.351870238,8.70E-08,6.85E-06
ENSDARG00000094067,52.00411575,4.174860775,0.697053118,5.989300766,2.11E-09,3.56E-07
ENSDARG00000059342,75.34136991,4.177024584,0.743947822,5.614674123,1.97E-08,2.14E-06
ENSDARG00000098481,64.10377759,4.180029639,0.754360315,5.541157924,3.00E-08,2.99E-06
ENSDARG00000040513,67.64050554,4.181558227,0.737986424,5.666172289,1.46E-08,1.69E-06
ENSDARG00000094678,32.03419785,4.187382615,0.80414905,5.20722199,1.92E-07,1.37E-05
ENSDARG00000095147,21.14506397,4.189057932,0.859597296,4.873279559,1.10E-06,5.54E-05
ENSDARG00000068760,149.4515625,4.195244167,0.719375485,5.831786394,5.48E-09,7.93E-07
ENSDARG00000093347,19.95016967,4.202493712,0.810294598,5.186377552,2.14E-07,1.50E-05
ENSDARG00000091317,81.66035182,4.225995265,0.679578999,6.218548938,5.02E-10,1.08E-07
ENSDARG00000089489,56.25442368,4.22718221,0.74115377,5.703515762,1.17E-08,1.41E-06
ENSDARG00000040045,175.0530568,4.228190082,0.722169182,5.854847014,4.77E-09,6.95E-07
ENSDARG00000034650,73.37638433,4.238725696,0.759148407,5.583527092,2.36E-08,2.47E-06
ENSDARG00000040628,97.55507414,4.241996121,0.763928482,5.55287075,2.81E-08,2.86E-06
ENSDARG00000026925,925.7916673,4.242755893,0.844064395,5.026578441,4.99E-07,2.98E-05
ENSDARG00000099923,52.77763263,4.243073795,0.779412732,5.443936981,5.21E-08,4.65E-06
ENSDARG00000073870,100.9193217,4.243113982,0.73461952,5.775934161,7.65E-09,1.02E-06
ENSDARG00000076472,43.49648329,4.245980944,0.783990478,5.4158578,6.10E-08,5.30E-06
ENSDARG00000074390,471.028037,4.247355066,0.554863182,7.654779061,1.94E-14,4.14E-11
ENSDARG00000102058,79.76772603,4.251821008,0.752862653,5.647538753,1.63E-08,1.83E-06
ENSDARG00000042829,113.0123389,4.254276324,0.743137046,5.724753391,1.04E-08,1.30E-06
ENSDARG00000044276,263.9995867,4.258368303,0.760591682,5.598757391,2.16E-08,2.30E-06
ENSDARG00000102727,75.7752374,4.265382634,0.743463623,5.737177317,9.63E-09,1.25E-06
ENSDARG00000044356,318.946694,4.267932411,0.66995046,6.370519416,1.88E-10,4.92E-08
ENSDARG00000012789,85.50757126,4.275335395,0.79791039,5.358164836,8.41E-08,6.64E-06
ENSDARG00000063309,178.0869966,4.276286409,0.747620724,5.719860715,1.07E-08,1.33E-06
ENSDARG00000032801,65.75222121,4.277954089,0.815611229,5.245089743,1.56E-07,1.14E-05
ENSDARG00000099533,54.48043243,4.279027263,0.757019388,5.652467207,1.58E-08,1.80E-06
ENSDARG00000078399,34.84483421,4.282116846,0.711392663,6.019343563,1.75E-09,3.09E-07
ENSDARG00000045306,104.8856993,4.293423487,0.834904106,5.142415106,2.71E-07,1.84E-05
ENSDARG00000053761,42.68542999,4.297515967,0.798117403,5.38456617,7.26E-08,6.03E-06
ENSDARG00000032571,85.25977991,4.304476247,0.743242352,5.791484079,6.98E-09,9.39E-07
ENSDARG00000104200,60.63843173,4.315067371,0.716856386,6.019430744,1.75E-09,3.09E-07
ENSDARG00000054060,278.6430069,4.322545017,0.682404027,6.334290018,2.38E-10,6.00E-08
ENSDARG00000014047,316.8431317,4.336688401,0.727922392,5.957624667,2.56E-09,4.18E-07
ENSDARG00000033950,39.74095049,4.348803749,0.772390481,5.630317638,1.80E-08,1.98E-06
ENSDARG00000052917,126.9566597,4.358740489,0.741072223,5.88166761,4.06E-09,6.13E-07
ENSDARG00000078832,257.4342724,4.391958247,0.754887224,5.818032295,5.95E-09,8.44E-07
ENSDARG00000006422,120.6487073,4.39201813,0.698182612,6.290643818,3.16E-10,7.43E-08
ENSDARG00000079713,124.17881,4.398886378,0.809698775,5.432744264,5.55E-08,4.89E-06
ENSDARG00000102267,45.49152722,4.403414847,0.748823186,5.880446719,4.09E-09,6.13E-07
ENSDARG00000035178,82.15870707,4.404361176,0.779912106,5.647253249,1.63E-08,1.83E-06
ENSDARG00000103199,592.1060875,4.406313791,0.783989066,5.620376588,1.91E-08,2.09E-06
ENSDARG00000103322,66.01032652,4.408445844,0.77964166,5.654451357,1.56E-08,1.79E-06
ENSDARG00000087863,249.9015639,4.409751766,0.725162357,6.08105443,1.19E-09,2.26E-07
ENSDARG00000025608,67.11994164,4.414195374,0.758464769,5.819908263,5.89E-09,8.40E-07
ENSDARG00000005271,39.42945973,4.430515155,0.823276284,5.381565388,7.38E-08,6.08E-06
ENSDARG00000058800,34.72244179,4.443342214,0.747549474,5.943877122,2.78E-09,4.51E-07
ENSDARG00000096545,53.69209925,4.447342329,0.698796955,6.364284071,1.96E-10,5.06E-08
ENSDARG00000091757,106.9731419,4.459795195,0.742728378,6.004611277,1.92E-09,3.32E-07
ENSDARG00000052115,111.2272292,4.467599224,0.787964159,5.669800046,1.43E-08,1.66E-06
ENSDARG00000097483,106.5253153,4.47460778,0.780954778,5.729663108,1.01E-08,1.29E-06
ENSDARG00000092998,62.44517533,4.479960071,0.772668635,5.798035363,6.71E-09,9.19E-07
ENSDARG00000113315,64.51919052,4.493529235,0.815595946,5.509504129,3.60E-08,3.44E-06
ENSDARG00000051861,911.8152993,4.501418885,0.77465599,5.810861777,6.22E-09,8.75E-07
ENSDARG00000097513,78.33818913,4.512491133,0.774361949,5.827366825,5.63E-09,8.09E-07
ENSDARG00000056913,824.8460538,4.522543174,0.693511637,6.521221749,6.97E-11,2.30E-08
ENSDARG00000056499,180.0350993,4.522966597,0.703924113,6.425361073,1.32E-10,3.75E-08
ENSDARG00000103929,188.2519566,4.541160529,0.702300976,6.466117359,1.01E-10,3.07E-08
ENSDARG00000078309,115.3443212,4.551730332,0.744986525,6.109815652,9.97E-10,1.98E-07
ENSDARG00000099291,167.489176,4.55341937,0.69947771,6.50974192,7.53E-11,2.44E-08
ENSDARG00000043182,58.7426877,4.553852002,0.731327431,6.226830567,4.76E-10,1.04E-07
ENSDARG00000034211,121.9071582,4.557009174,0.763450648,5.968963662,2.39E-09,3.93E-07
ENSDARG00000117818,150.1867036,4.56130809,0.774345954,5.890530021,3.85E-09,5.97E-07
ENSDARG00000017624,5099.036525,4.567982003,0.688798154,6.631815103,3.32E-11,1.31E-08
ENSDARG00000105674,49.48833502,4.580102457,0.661630802,6.92244443,4.44E-12,2.97E-09
ENSDARG00000062936,47.06440751,4.58688901,0.745546366,6.152385976,7.63E-10,1.53E-07
ENSDARG00000078552,185.7665698,4.587071669,0.758955754,6.043925017,1.50E-09,2.70E-07
ENSDARG00000097157,382.0222266,4.594520197,0.727281523,6.317388867,2.66E-10,6.48E-08
ENSDARG00000045262,541.1636252,4.601097675,0.669837549,6.868975446,6.47E-12,3.54E-09
ENSDARG00000061391,181.7393403,4.607453318,0.672218265,6.854103137,7.18E-12,3.68E-09
ENSDARG00000101990,64.85865146,4.611839632,0.760351302,6.065406372,1.32E-09,2.45E-07
ENSDARG00000053232,83.15407733,4.616805017,0.715533997,6.452251093,1.10E-10,3.27E-08
ENSDARG00000002909,239.1150165,4.623965474,0.586111334,7.889227198,3.04E-15,7.23E-12
ENSDARG00000093494,93.17667623,4.636461872,0.772204526,6.004188937,1.92E-09,3.32E-07
ENSDARG00000012981,167.8783873,4.637374008,0.6669552,6.95305173,3.57E-12,2.55E-09
ENSDARG00000069888,312.8712107,4.665338683,0.727383345,6.413865147,1.42E-10,3.99E-08
ENSDARG00000101910,55.79225341,4.674544727,0.786835156,5.940945434,2.83E-09,4.51E-07
ENSDARG00000021720,437.5646622,4.681230367,0.738563889,6.33828764,2.32E-10,5.92E-08
ENSDARG00000093584,248.1096499,4.682788983,0.745374088,6.282468166,3.33E-10,7.62E-08
ENSDARG00000042816,986.5416328,4.697187162,0.654127644,7.180841848,6.93E-13,6.74E-10
ENSDARG00000037917,60.67438486,4.716214297,0.7067759,6.672856692,2.51E-11,1.07E-08
ENSDARG00000094041,2015.009887,4.720985954,0.75949383,6.215963539,5.10E-10,1.09E-07
ENSDARG00000038639,61.40799701,4.737941393,0.752730586,6.294338877,3.09E-10,7.34E-08
ENSDARG00000052039,206.0770519,4.751167144,0.731106854,6.498594722,8.11E-11,2.55E-08
ENSDARG00000077982,370.3728574,4.757013092,0.80082183,5.940164112,2.85E-09,4.51E-07
ENSDARG00000101043,712.0235833,4.762189511,0.72827517,6.538997495,6.19E-11,2.10E-08
ENSDARG00000028096,97.30649981,4.775347807,0.756640708,6.311248866,2.77E-10,6.65E-08
ENSDARG00000116617,458.5692069,4.781723811,0.704447229,6.78790918,1.14E-11,5.32E-09
ENSDARG00000018923,311.2010324,4.782190798,0.757011321,6.317198523,2.66E-10,6.48E-08
ENSDARG00000021866,255.2143696,4.797745662,0.770570531,6.226225206,4.78E-10,1.04E-07
ENSDARG00000004748,264.7002642,4.797981662,0.745816674,6.433191736,1.25E-10,3.61E-08
ENSDARG00000093316,161.1601724,4.798782888,0.792996221,6.051457449,1.44E-09,2.62E-07
ENSDARG00000098777,166.383346,4.840727344,0.733260228,6.601649944,4.07E-11,1.47E-08
ENSDARG00000004539,345.8481977,4.850862006,0.727849647,6.664648432,2.65E-11,1.11E-08
ENSDARG00000087093,89.67286482,4.851688446,0.751059441,6.459792901,1.05E-10,3.16E-08
ENSDARG00000099902,67.23696091,4.855033125,0.731683185,6.635430778,3.24E-11,1.31E-08
ENSDARG00000019601,1097.326917,4.877019135,0.605020537,8.060915017,7.57E-16,2.31E-12
ENSDARG00000076945,876.9510039,4.882189121,0.738159853,6.613999798,3.74E-11,1.38E-08
ENSDARG00000035796,30.38841061,4.889167805,0.759797923,6.434826494,1.24E-10,3.61E-08
ENSDARG00000105641,158.1463792,4.899038257,0.732722726,6.686073849,2.29E-11,1.00E-08
ENSDARG00000011245,203.6954288,4.913633874,0.741598872,6.62572997,3.46E-11,1.31E-08
ENSDARG00000102776,112.3810179,4.920010076,0.769554409,6.393323228,1.62E-10,4.40E-08
ENSDARG00000009544,915.6954672,4.940151019,0.762080626,6.482451925,9.02E-11,2.80E-08
ENSDARG00000039499,177.986734,4.948338467,0.725326388,6.822223142,8.96E-12,4.46E-09
ENSDARG00000005108,420.0397995,4.951548688,0.745352814,6.64322801,3.07E-11,1.26E-08
ENSDARG00000006588,2450.560409,4.961921421,0.775236018,6.400530041,1.55E-10,4.30E-08
ENSDARG00000102332,437.2748054,4.962601498,0.718722835,6.904750002,5.03E-12,3.07E-09
ENSDARG00000045947,131.639315,4.979164225,0.733676596,6.786592691,1.15E-11,5.32E-09
ENSDARG00000008170,173.2245519,4.981104279,0.718156408,6.935960221,4.03E-12,2.78E-09
ENSDARG00000045999,131.6305845,5.027115942,0.739671257,6.796419209,1.07E-11,5.22E-09
ENSDARG00000060682,160.165735,5.029528233,0.758772412,6.628506987,3.39E-11,1.31E-08
ENSDARG00000069476,460.3554427,5.043812916,0.743486268,6.784002787,1.17E-11,5.32E-09
ENSDARG00000054616,684.4577055,5.054852186,0.733415375,6.892209187,5.49E-12,3.21E-09
ENSDARG00000002494,167.5617266,5.05798458,0.706498867,7.15922532,8.11E-13,7.55E-10
ENSDARG00000043128,332.5377465,5.082025951,0.74023084,6.865460985,6.63E-12,3.54E-09
ENSDARG00000052626,185.9167504,5.104873552,0.756689065,6.746329225,1.52E-11,6.76E-09
ENSDARG00000045887,159.1745969,5.147310605,0.690188203,7.457836262,8.80E-14,1.25E-10
ENSDARG00000103634,143.5012808,5.158770273,0.749057247,6.887017376,5.70E-12,3.21E-09
ENSDARG00000044655,151.627009,5.186676414,0.71350842,7.269257476,3.61E-13,3.87E-10
ENSDARG00000036840,3796.216012,5.212569534,0.742536073,7.019954616,2.22E-12,1.64E-09
ENSDARG00000088202,142.5012108,5.275997178,0.700975028,7.526654975,5.21E-14,8.57E-11
ENSDARG00000100223,412.0937329,5.346133595,0.667318576,8.011366371,1.13E-15,3.03E-12
ENSDARG00000003091,159.7768785,5.355300721,0.736109309,7.275143314,3.46E-13,3.87E-10
ENSDARG00000040534,1297.693912,5.358418793,0.708945515,7.558294231,4.08E-14,7.28E-11
ENSDARG00000069377,337.5910499,5.59590174,0.618707849,9.044497732,1.50E-19,1.61E-15
ENSDARG00000056836,482.9944532,5.885994809,0.679695458,8.659753039,4.73E-18,2.53E-14
ENSDARG00000056773,463.0171052,5.903681527,0.696050648,8.481683832,2.22E-17,9.50E-14
ENSDARG00000041051,227.6360698,5.984733033,0.641996747,9.322061309,1.14E-20,2.44E-16
ENSDARG00000031588,807.8750326,6.161811786,0.708972192,8.691189666,3.59E-18,2.53E-14
