,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSDARG00000091702,19.39238538,3.141410215,0.831934708,3.776029758,0.000159348,0.003471741
ENSDARG00000030463,224.30879,3.142398332,0.75263093,4.17521817,2.98E-05,0.000858397
ENSDARG00000044524,95.31754761,3.143390957,0.548962402,5.726058739,1.03E-08,1.29E-06
ENSDARG00000095739,13.38767696,3.147725872,0.832838795,3.779513983,0.000157135,0.003441042
ENSDARG00000099599,14.37375369,3.152226051,0.771512699,4.085773385,4.39E-05,0.001182248
ENSDARG00000075229,32.98498168,3.157146877,0.622490666,5.071797938,3.94E-07,2.48E-05
ENSDARG00000075515,17.7629762,3.157167162,0.694829133,4.543803664,5.52E-06,0.0002157
ENSDARG00000096259,11.29179228,3.157556217,0.866974542,3.642040294,0.000270486,0.005233699
ENSDARG00000104453,50.89618446,3.158243416,0.777940019,4.059751833,4.91E-05,0.001289604
ENSDARG00000059475,100.8919193,3.161193478,0.595695767,5.30672476,1.12E-07,8.44E-06
ENSDARG00000003902,35.69448211,3.1617585,0.690675443,4.577777497,4.70E-06,0.000190424
ENSDARG00000054170,17.53430934,3.162073002,0.811693813,3.895647536,9.79E-05,0.002318997
ENSDARG00000045383,6.872471261,3.164120568,0.858643654,3.68502178,0.000228683,0.004594061
ENSDARG00000042172,425.1849507,3.166669056,0.564642152,5.60827605,2.04E-08,2.20E-06
ENSDARG00000040910,28.87783386,3.167383529,0.76184338,4.157525827,3.22E-05,0.00091774
ENSDARG00000069027,136.7410336,3.169280838,0.691650232,4.582201654,4.60E-06,0.000187504
ENSDARG00000091860,13.13474397,3.170154118,0.856408064,3.701686443,0.000214171,0.004393282
ENSDARG00000010673,47.74084192,3.171839017,0.706762817,4.487840818,7.19E-06,0.000265862
ENSDARG00000094779,27.64474107,3.172517053,0.823505949,3.852451893,0.000116941,0.002684498
ENSDARG00000027153,6.67614236,3.174111191,0.805173589,3.942145188,8.08E-05,0.001979125
ENSDARG00000060149,30.69231867,3.174903646,0.590905562,5.372945952,7.75E-08,6.28E-06
ENSDARG00000104181,848.4650635,3.18084894,0.638368131,4.982781542,6.27E-07,3.60E-05
ENSDARG00000062974,63.69504588,3.181165606,0.724040015,4.393632314,1.11E-05,0.000379769
ENSDARG00000087641,127.8368044,3.181523883,0.760460047,4.183683148,2.87E-05,0.000836048
ENSDARG00000068869,166.8680442,3.184555615,0.861687642,3.695719258,0.000219265,0.004463538
ENSDARG00000098359,70.21472894,3.184941061,0.549366237,5.797482343,6.73E-09,9.19E-07
ENSDARG00000053528,7.761467511,3.185431197,0.859006513,3.708273626,0.000208677,0.004305349
ENSDARG00000076230,25.72920656,3.185909258,0.820583201,3.882493884,0.000103391,0.002420178
ENSDARG00000061481,9.710885942,3.189574057,0.839863713,3.797728139,0.000146028,0.003230896
ENSDARG00000061714,31.58507399,3.190546132,0.778846806,4.096500247,4.19E-05,0.0011406
ENSDARG00000103806,13.86808225,3.191420034,0.818517897,3.899022912,9.66E-05,0.002290869
ENSDARG00000025601,291.084881,3.198417365,0.810632166,3.945584074,7.96E-05,0.00195766
ENSDARG00000008723,226.4215654,3.200873231,0.435909534,7.342975965,2.09E-13,2.52E-10
ENSDARG00000095076,21.64591032,3.200986081,0.789963652,4.05206755,5.08E-05,0.001329449
ENSDARG00000104800,15.21725722,3.20511313,0.845514074,3.790727122,0.000150207,0.003313069
ENSDARG00000101088,28.20836761,3.205651542,0.829250136,3.865723262,0.00011076,0.002567411
ENSDARG00000095592,40.88325464,3.20879626,0.812009014,3.951675664,7.76E-05,0.00192396
ENSDARG00000117358,29.77878666,3.210966734,0.803827914,3.994594713,6.48E-05,0.001636958
ENSDARG00000070050,30.37109866,3.213417926,0.872895895,3.681330094,0.00023202,0.004643663
ENSDARG00000074002,13.49512424,3.215374268,0.804448835,3.996990396,6.42E-05,0.001628175
ENSDARG00000093763,48.91022436,3.215462463,0.743851434,4.322721331,1.54E-05,0.000498838
ENSDARG00000029747,28.29181731,3.217150541,0.708749419,4.539193199,5.65E-06,0.000219269
ENSDARG00000076839,25.93725474,3.217974137,0.776128984,4.146184722,3.38E-05,0.000957989
ENSDARG00000068275,37.97671382,3.219925999,0.792191842,4.064578587,4.81E-05,0.001272575
ENSDARG00000089706,458.9983422,3.221198431,0.584095872,5.514845395,3.49E-08,3.35E-06
ENSDARG00000038646,378.7600401,3.224784929,0.601574364,5.360575719,8.30E-08,6.57E-06
ENSDARG00000077573,43.30117254,3.23089087,0.86665499,3.72800123,0.000193004,0.004044398
ENSDARG00000052063,94.94435847,3.235626086,0.690964711,4.682766044,2.83E-06,0.000124732
ENSDARG00000091997,29.13039729,3.237930745,0.69912018,4.631436534,3.63E-06,0.000152829
ENSDARG00000032831,155.0134965,3.238957343,0.660242212,4.905710793,9.31E-07,4.89E-05
ENSDARG00000101814,22.42765852,3.239229419,0.751867871,4.308242901,1.65E-05,0.000527839
ENSDARG00000040295,2874.601474,3.240965298,0.650707036,4.980682735,6.34E-07,3.62E-05
ENSDARG00000093476,22.19462381,3.242287651,0.764559001,4.240729163,2.23E-05,0.000675169
ENSDARG00000069185,289.4768436,3.245096717,0.622907866,5.209593415,1.89E-07,1.35E-05
ENSDARG00000098620,34.67660189,3.247279408,0.831573504,3.904981813,9.42E-05,0.002245104
ENSDARG00000077540,36.14470646,3.25114224,0.826273925,3.934702696,8.33E-05,0.002032153
ENSDARG00000043133,44.15424519,3.252317382,0.789913022,4.117310756,3.83E-05,0.001063698
ENSDARG00000043923,172.8576401,3.252584917,0.47220593,6.888064522,5.66E-12,3.21E-09
ENSDARG00000090741,15.35239576,3.253220335,0.794158972,4.096434658,4.20E-05,0.0011406
ENSDARG00000105530,8.08029124,3.262226667,0.857908162,3.802535994,0.000143222,0.003175383
ENSDARG00000074776,82.7127349,3.262530059,0.585567333,5.571571152,2.52E-08,2.62E-06
ENSDARG00000069839,52.81831765,3.26938305,0.713959301,4.579228876,4.67E-06,0.000189467
ENSDARG00000076140,21.11090899,3.270045461,0.752329287,4.346561429,1.38E-05,0.000455883
ENSDARG00000043089,24.74528216,3.271163985,0.668038307,4.896671268,9.75E-07,5.04E-05
ENSDARG00000036337,13.01572764,3.276862999,0.793359366,4.130364042,3.62E-05,0.001012946
ENSDARG00000092122,20.15326695,3.279146003,0.853884419,3.840269165,0.000122899,0.002809225
ENSDARG00000058381,42.08499915,3.283139711,0.753291412,4.358392594,1.31E-05,0.000436635
ENSDARG00000099374,35.9998213,3.28329388,0.861427374,3.811457562,0.00013815,0.003085297
ENSDARG00000101479,186.0694232,3.286102455,0.593961238,5.532520042,3.16E-08,3.11E-06
ENSDARG00000028850,18.89678856,3.287159524,0.815282025,4.031929346,5.53E-05,0.001434653
ENSDARG00000034423,48.33133057,3.293060961,0.789165856,4.172837605,3.01E-05,0.000865087
ENSDARG00000002509,146.6601077,3.294087623,0.747698726,4.40563493,1.05E-05,0.000363418
ENSDARG00000011371,42.72847888,3.294339075,0.73489362,4.482742788,7.37E-06,0.000269205
ENSDARG00000059365,26.6101134,3.29635568,0.805704468,4.091271442,4.29E-05,0.001158922
ENSDARG00000027088,5151.287012,3.29803982,0.797063419,4.137738278,3.51E-05,0.000986099
ENSDARG00000007418,27.21252693,3.298873407,0.797022661,4.138995749,3.49E-05,0.000983295
ENSDARG00000076019,20.89976908,3.299483483,0.673520201,4.898863428,9.64E-07,5.03E-05
ENSDARG00000104314,32.32856944,3.302775412,0.766774118,4.307364235,1.65E-05,0.000529147
ENSDARG00000100095,281.0416428,3.303415929,0.66993931,4.930918186,8.18E-07,4.42E-05
ENSDARG00000020548,16.72757376,3.303578283,0.845125803,3.908978132,9.27E-05,0.002210754
ENSDARG00000012066,822.1068298,3.308349034,0.680380815,4.862496062,1.16E-06,5.81E-05
ENSDARG00000093960,34.01009484,3.311620577,0.707090898,4.683443934,2.82E-06,0.000124699
ENSDARG00000053068,22.08136128,3.314173654,0.867766991,3.819197653,0.000133886,0.003001883
ENSDARG00000003193,84.49157185,3.316143663,0.712318047,4.655425589,3.23E-06,0.000138345
ENSDARG00000078547,88.96430708,3.317050356,0.701415231,4.7290823,2.26E-06,0.000102016
ENSDARG00000005210,65.08954452,3.317927704,0.645733012,5.1382346,2.77E-07,1.88E-05
ENSDARG00000069844,113.7234968,3.321338686,0.581865932,5.708082402,1.14E-08,1.40E-06
ENSDARG00000098368,75.26352653,3.325913722,0.775811768,4.287011177,1.81E-05,0.000565619
ENSDARG00000104350,142.9317672,3.329496959,0.61886271,5.380025176,7.45E-08,6.08E-06
ENSDARG00000076361,16.51240989,3.330135274,0.805468232,4.134409208,3.56E-05,0.000999188
ENSDARG00000056324,39.84638704,3.33333843,0.823417228,4.04817669,5.16E-05,0.001350087
ENSDARG00000111399,45.36768077,3.333957113,0.689322464,4.836571106,1.32E-06,6.51E-05
ENSDARG00000094346,27.91662622,3.335958126,0.802763338,4.15559352,3.24E-05,0.00092307
ENSDARG00000073695,55.28836863,3.338921141,0.787647318,4.239106848,2.24E-05,0.000678557
ENSDARG00000044976,19.66601968,3.340368261,0.870418142,3.837659281,0.000124213,0.002830397
ENSDARG00000087251,50.98184459,3.343145506,0.634053897,5.272651934,1.34E-07,1.01E-05
ENSDARG00000089903,32.47882897,3.345728278,0.800069872,4.181795111,2.89E-05,0.000841422
ENSDARG00000069199,42.94604703,3.347153852,0.774470653,4.32186015,1.55E-05,0.000500033
ENSDARG00000042866,188.014888,3.347419427,0.621783528,5.383576884,7.30E-08,6.03E-06
ENSDARG00000023026,91.05983803,3.34783038,0.777888656,4.303739814,1.68E-05,0.000536276
ENSDARG00000095409,21.22326207,3.349875518,0.791373332,4.232990149,2.31E-05,0.000689076
ENSDARG00000088137,35.67682535,3.352336449,0.778438528,4.306488343,1.66E-05,0.000530451
ENSDARG00000074205,52.6357977,3.354372317,0.819580094,4.092793788,4.26E-05,0.001154337
ENSDARG00000099538,17.83213553,3.354395035,0.783068284,4.283655851,1.84E-05,0.000573384
ENSDARG00000100712,30.02677932,3.356805957,0.812341255,4.132260841,3.59E-05,0.001007254
ENSDARG00000096888,89.60507365,3.358068218,0.85238334,3.939622069,8.16E-05,0.001995483
ENSDARG00000052680,31.05027027,3.364733938,0.79905121,4.210911509,2.54E-05,0.000750573
ENSDARG00000019235,242.4774105,3.367083971,0.711984732,4.72915193,2.25E-06,0.000102016
ENSDARG00000027807,36.3647867,3.368754418,0.697927651,4.826796036,1.39E-06,6.75E-05
ENSDARG00000101164,52.74213087,3.369645583,0.774489336,4.350796616,1.36E-05,0.000449241
ENSDARG00000077836,38.35826452,3.37248137,0.788454624,4.277330955,1.89E-05,0.000588199
ENSDARG00000079227,39.53640627,3.373058947,0.833791131,4.045448339,5.22E-05,0.001362577
ENSDARG00000070873,307.2794961,3.374167805,0.741315063,4.551597526,5.32E-06,0.000209004
ENSDARG00000087844,107.9013825,3.37512257,0.541038803,6.23822645,4.43E-10,9.86E-08
ENSDARG00000074322,401.2820429,3.375444284,0.557493819,6.05467571,1.41E-09,2.60E-07
ENSDARG00000099678,10.51070053,3.376644523,0.851187126,3.966982604,7.28E-05,0.001819282
ENSDARG00000070414,14.38566921,3.379021875,0.823559499,4.102948095,4.08E-05,0.001114098
ENSDARG00000058731,233.6166599,3.381722364,0.479841121,7.047587655,1.82E-12,1.43E-09
ENSDARG00000039577,102.3387556,3.383837852,0.753564956,4.490439512,7.11E-06,0.000263981
ENSDARG00000104332,43.66387817,3.385399582,0.600798951,5.634829387,1.75E-08,1.95E-06
ENSDARG00000037030,123.8887151,3.389121665,0.458311771,7.394795151,1.42E-13,1.89E-10
ENSDARG00000078108,40.62870001,3.389649223,0.755429282,4.487050349,7.22E-06,0.00026639
ENSDARG00000038151,169.1769705,3.390401272,0.558130523,6.074567031,1.24E-09,2.33E-07
ENSDARG00000025670,94.44919249,3.391765632,0.803761032,4.219868213,2.44E-05,0.000724363
ENSDARG00000103485,95.14839561,3.392732876,0.670926047,5.056791118,4.26E-07,2.61E-05
ENSDARG00000101939,58.03257454,3.395202546,0.578055624,5.873487614,4.27E-09,6.25E-07
ENSDARG00000015678,22.30688495,3.396086664,0.783775749,4.332982578,1.47E-05,0.000480498
ENSDARG00000093230,13.25618102,3.397682556,0.813667996,4.175760352,2.97E-05,0.000858397
ENSDARG00000067958,95.26817397,3.397794714,0.622539917,5.457954775,4.82E-08,4.35E-06
ENSDARG00000068182,25.17087022,3.399651548,0.671133143,5.065539651,4.07E-07,2.53E-05
ENSDARG00000086254,58.16977612,3.4002669,0.730005901,4.657862211,3.20E-06,0.000136992
ENSDARG00000051965,17.79797758,3.401554261,0.791104837,4.299751564,1.71E-05,0.000540373
ENSDARG00000052413,46.24766006,3.403532271,0.758095309,4.489583607,7.14E-06,0.000264152
ENSDARG00000039164,20.12872282,3.404045863,0.803035944,4.238970729,2.25E-05,0.000678557
ENSDARG00000078322,1964.137655,3.410754668,0.721144013,4.729644295,2.25E-06,0.000102016
ENSDARG00000101956,55.63351117,3.410762919,0.733349698,4.650936556,3.30E-06,0.000140548
ENSDARG00000095434,40.58805494,3.415130877,0.840406421,4.063665856,4.83E-05,0.001274413
ENSDARG00000097959,1544.0816,3.415922366,0.803102418,4.253408143,2.11E-05,0.000642587
ENSDARG00000034677,178.0181812,3.41617578,0.729802453,4.680959573,2.86E-06,0.000125185
ENSDARG00000078093,29.21908351,3.421048325,0.852025189,4.015196229,5.94E-05,0.001527386
ENSDARG00000079011,1033.056655,3.421286895,0.722238067,4.737062547,2.17E-06,0.0001002
ENSDARG00000088539,20.94321293,3.426212998,0.82089033,4.173776782,3.00E-05,0.000862686
ENSDARG00000088937,32.60939877,3.428864119,0.766735868,4.472027802,7.75E-06,0.000279547
ENSDARG00000055715,19.73989913,3.430022357,0.77160421,4.445313172,8.78E-06,0.000309343
ENSDARG00000057121,591.4358498,3.431261909,0.53856685,6.37109749,1.88E-10,4.92E-08
ENSDARG00000056921,16.09236735,3.435428196,0.766001385,4.484885098,7.30E-06,0.000268185
ENSDARG00000092778,37.54251371,3.438043799,0.752415449,4.569342379,4.89E-06,0.000195292
ENSDARG00000097556,120.5702011,3.447807561,0.866762397,3.977800111,6.96E-05,0.001748703
ENSDARG00000024789,865.6278164,3.450607236,0.546124892,6.318348215,2.64E-10,6.48E-08
ENSDARG00000057983,17.18149618,3.452204868,0.814963131,4.236025824,2.28E-05,0.000683131
ENSDARG00000104976,84.94950902,3.454706786,0.604149826,5.718294761,1.08E-08,1.33E-06
ENSDARG00000093572,102.107941,3.46550458,0.740090082,4.68254428,2.83E-06,0.000124732
ENSDARG00000039381,86.21488767,3.466065429,0.801306016,4.325520289,1.52E-05,0.000494791
ENSDARG00000079255,44.39905971,3.467124452,0.759991,4.562059885,5.07E-06,0.000201066
ENSDARG00000071657,106.3409629,3.469117607,0.752567432,4.609709987,4.03E-06,0.000166869
ENSDARG00000022309,1356.634322,3.472998727,0.62374163,5.568008547,2.58E-08,2.66E-06
ENSDARG00000043658,55.3120796,3.474991938,0.778187411,4.465494931,7.99E-06,0.000285328
ENSDARG00000099282,25.45003962,3.477099592,0.799708071,4.347961112,1.37E-05,0.000454384
ENSDARG00000100311,128.1430755,3.477908137,0.73521374,4.730472169,2.24E-06,0.000102016
ENSDARG00000062598,31.9236553,3.482112698,0.759124889,4.587008998,4.50E-06,0.000184646
ENSDARG00000078072,57.23337334,3.482591824,0.504367142,6.90487451,5.02E-12,3.07E-09
ENSDARG00000116804,22.1920088,3.488201119,0.769099673,4.535434408,5.75E-06,0.000222404
ENSDARG00000097080,16.51891053,3.489974035,0.835855402,4.175332272,2.98E-05,0.000858397
ENSDARG00000097635,158.965764,3.491862291,0.730789261,4.778206902,1.77E-06,8.35E-05
ENSDARG00000051809,53.15778076,3.498117622,0.783189047,4.466504781,7.95E-06,0.000284912
ENSDARG00000059039,24.06769291,3.498561122,0.801308863,4.366058186,1.27E-05,0.000423577
ENSDARG00000052192,20.7518131,3.504578079,0.782277732,4.479966559,7.47E-06,0.000271639
ENSDARG00000089645,76.27204535,3.50541223,0.758657544,4.620546197,3.83E-06,0.000159932
ENSDARG00000036993,132.8573579,3.506097272,0.606376757,5.782044298,7.38E-09,9.87E-07
ENSDARG00000113877,85.28274329,3.509419969,0.785572593,4.467340128,7.92E-06,0.000284303
ENSDARG00000093360,74.09683169,3.509884258,0.576527149,6.087977405,1.14E-09,2.20E-07
ENSDARG00000058690,62.49547123,3.512839133,0.701324792,5.008862046,5.48E-07,3.23E-05
ENSDARG00000088615,22.11030117,3.517914673,0.793632093,4.432676935,9.31E-06,0.000326969
ENSDARG00000087289,33.25230579,3.51909069,0.798992624,4.404409481,1.06E-05,0.000364273
ENSDARG00000011869,23.7903428,3.519606871,0.77478116,4.542710964,5.55E-06,0.000216426
ENSDARG00000091912,35.46131666,3.523054402,0.750566921,4.693857808,2.68E-06,0.0001195
ENSDARG00000040985,98.72030677,3.523686598,0.729910947,4.827556861,1.38E-06,6.74E-05
ENSDARG00000056047,8.670852398,3.528073881,0.832705129,4.236882611,2.27E-05,0.000682966
ENSDARG00000011870,383.8164302,3.52886116,0.839510904,4.203472692,2.63E-05,0.000773548
ENSDARG00000037805,122.3395264,3.531889975,0.643222658,5.490929047,4.00E-08,3.70E-06
ENSDARG00000098640,37.60189611,3.533290184,0.68832787,5.133149968,2.85E-07,1.92E-05
ENSDARG00000023082,432.9681566,3.537033392,0.757522341,4.669213303,3.02E-06,0.000131482
ENSDARG00000075017,55.04607771,3.539689985,0.771926722,4.585525908,4.53E-06,0.000185606
ENSDARG00000060235,63.84768208,3.544277118,0.621592898,5.701926659,1.18E-08,1.42E-06
ENSDARG00000117696,24.70961582,3.549729738,0.70151548,5.060087535,4.19E-07,2.58E-05
ENSDARG00000090352,425.4827343,3.552335723,0.657301889,5.404420381,6.50E-08,5.57E-06
ENSDARG00000079324,82.09291977,3.559003133,0.691891466,5.143874884,2.69E-07,1.83E-05
ENSDARG00000057678,148.7033696,3.559224206,0.761812454,4.672047806,2.98E-06,0.000129944
ENSDARG00000095580,38.65261246,3.561311524,0.790785912,4.503509063,6.68E-06,0.00025266
ENSDARG00000111840,64.62760444,3.563464877,0.742626527,4.798461606,1.60E-06,7.67E-05
ENSDARG00000103164,26.69428601,3.56364606,0.817960575,4.356745505,1.32E-05,0.000438566
ENSDARG00000099352,20.53616355,3.563891188,0.764581233,4.661232884,3.14E-06,0.00013531
ENSDARG00000033594,26.67319952,3.566161686,0.717956957,4.967096778,6.80E-07,3.83E-05
ENSDARG00000045580,610.1769688,3.566379724,0.772780925,4.614994508,3.93E-06,0.000163628
ENSDARG00000101076,163.9038362,3.568121996,0.653652036,5.458748383,4.80E-08,4.35E-06
ENSDARG00000099421,11.09270371,3.569696663,0.785305383,4.545615935,5.48E-06,0.000214243
ENSDARG00000109368,20.10338353,3.569868169,0.814736891,4.381620874,1.18E-05,0.000399417
ENSDARG00000003216,2951.584382,3.576822657,0.617534002,5.792106418,6.95E-09,9.39E-07
ENSDARG00000104949,50.25178588,3.577577991,0.650323131,5.501231338,3.77E-08,3.54E-06
ENSDARG00000086603,42.62075055,3.577681696,0.782277026,4.573420385,4.80E-06,0.000192889
ENSDARG00000061974,24.37856286,3.577706874,0.783588581,4.565797614,4.98E-06,0.000198252
ENSDARG00000109658,19.92745042,3.582113132,0.783445036,4.572258381,4.82E-06,0.000193314
ENSDARG00000097539,132.8741535,3.582590365,0.786838161,4.553147704,5.28E-06,0.000207851
ENSDARG00000092604,27.31139889,3.582638465,0.809176813,4.427510042,9.53E-06,0.000333256
ENSDARG00000087375,33.32496592,3.584091832,0.762377229,4.70120525,2.59E-06,0.000115676
ENSDARG00000035632,117.0936175,3.585965458,0.866537218,4.138270557,3.50E-05,0.000985109
ENSDARG00000000804,29.82981508,3.586591264,0.796803744,4.501222904,6.76E-06,0.000254942
ENSDARG00000058371,23755.65661,3.587125715,0.816051139,4.395711917,1.10E-05,0.000377353
ENSDARG00000103696,26.8033784,3.590499429,0.804543529,4.462778333,8.09E-06,0.000288489
ENSDARG00000070710,18.12640305,3.593075331,0.835373133,4.301162189,1.70E-05,0.000538535
ENSDARG00000054609,487.3431966,3.596196954,0.475789719,7.558374656,4.08E-14,7.28E-11
ENSDARG00000060526,26.13650642,3.59752358,0.728413161,4.938850331,7.86E-07,4.29E-05
ENSDARG00000117485,213.8436345,3.600246502,0.838559898,4.293368321,1.76E-05,0.000552075
ENSDARG00000104656,21.9568738,3.606360561,0.790980749,4.559353138,5.13E-06,0.000202922
ENSDARG00000117258,53.00590816,3.610250566,0.776845529,4.647321032,3.36E-06,0.000142467
ENSDARG00000029290,53.27844418,3.612742852,0.644133586,5.608685728,2.04E-08,2.20E-06
ENSDARG00000033587,84.69081937,3.615016531,0.666154638,5.426692727,5.74E-08,5.03E-06
ENSDARG00000089885,53.10085854,3.617029594,0.729061045,4.961216375,7.01E-07,3.91E-05
ENSDARG00000104992,141.0861239,3.618127209,0.748469969,4.834031235,1.34E-06,6.58E-05
ENSDARG00000014091,106.3209784,3.623814646,0.731643365,4.952979577,7.31E-07,4.02E-05
ENSDARG00000056804,704.5881027,3.624166823,0.624897026,5.799622455,6.65E-09,9.19E-07
ENSDARG00000092204,51.15824513,3.624350993,0.671383292,5.398333613,6.73E-08,5.72E-06
ENSDARG00000071543,1131.790858,3.624733623,0.667046958,5.434000678,5.51E-08,4.87E-06
ENSDARG00000042055,136.7641946,3.634886331,0.70131265,5.182975566,2.18E-07,1.52E-05
ENSDARG00000093304,24.99121169,3.641775672,0.78791628,4.622033793,3.80E-06,0.0001591
ENSDARG00000090526,78.38216234,3.644444848,0.811174009,4.492802785,7.03E-06,0.000261547
ENSDARG00000025403,100.0045003,3.649444941,0.675296996,5.404207275,6.51E-08,5.57E-06
ENSDARG00000027222,56.56745873,3.650377529,0.660616352,5.525714763,3.28E-08,3.21E-06
ENSDARG00000087870,32.74918868,3.653949098,0.819131626,4.460759397,8.17E-06,0.000290546
ENSDARG00000057984,112.2830441,3.658961142,0.664745132,5.504306787,3.71E-08,3.51E-06
ENSDARG00000074319,18.95973746,3.669227994,0.75026532,4.890573903,1.01E-06,5.16E-05
ENSDARG00000100794,226.9172914,3.67128638,0.708517358,5.181646347,2.20E-07,1.52E-05
ENSDARG00000059369,133.5919002,3.672757959,0.814013589,4.511912344,6.42E-06,0.000245016
ENSDARG00000020224,23.22474133,3.673533517,0.824761053,4.454057942,8.43E-06,0.000298476
ENSDARG00000078280,27.66746547,3.678716419,0.823079746,4.46945322,7.84E-06,0.000282457
ENSDARG00000097527,18.1043046,3.681662221,0.777763713,4.733651315,2.21E-06,0.000101215
ENSDARG00000075854,63.23269449,3.682195476,0.663401379,5.550479076,2.85E-08,2.89E-06
ENSDARG00000093186,73.76687323,3.691169868,0.83488107,4.421192434,9.82E-06,0.000340923
ENSDARG00000100088,290.971377,3.699486546,0.625716871,5.912396991,3.37E-09,5.27E-07
ENSDARG00000052057,26.95026134,3.703792859,0.814307853,4.548393885,5.41E-06,0.000211822
ENSDARG00000097247,18.50325442,3.709799032,0.816996622,4.540776464,5.60E-06,0.000218025
ENSDARG00000043442,109.9692495,3.7129419,0.795317733,4.668501337,3.03E-06,0.00013167
ENSDARG00000023694,95.000317,3.725918762,0.584745216,6.371867031,1.87E-10,4.92E-08
ENSDARG00000094344,46.5108038,3.726718033,0.654120452,5.697296301,1.22E-08,1.45E-06
ENSDARG00000079245,102.6165373,3.726801526,0.764864223,4.872500783,1.10E-06,5.55E-05
ENSDARG00000069402,98.055278,3.727761533,0.792576901,4.703343649,2.56E-06,0.000115036
ENSDARG00000089936,99.1228306,3.728686188,0.768901135,4.849370121,1.24E-06,6.16E-05
ENSDARG00000078898,78.05010986,3.731430878,0.735799756,5.071258653,3.95E-07,2.48E-05
ENSDARG00000117266,29.26274861,3.731911108,0.825291772,4.521929375,6.13E-06,0.000235027
ENSDARG00000086056,92.41020251,3.733574707,0.736171035,5.071613157,3.94E-07,2.48E-05
ENSDARG00000007108,102.995935,3.735204711,0.508805556,7.341124057,2.12E-13,2.52E-10
ENSDARG00000078749,20.26711935,3.735931939,0.816934186,4.573112502,4.81E-06,0.000192889
ENSDARG00000068865,128.5506727,3.736254612,0.81696847,4.573315558,4.80E-06,0.000192889
ENSDARG00000100131,132.7830055,3.740598951,0.54582597,6.853098164,7.23E-12,3.68E-09
ENSDARG00000016364,45.04361541,3.744856376,0.763737277,4.903330619,9.42E-07,4.94E-05
ENSDARG00000110729,28.6756369,3.744972934,0.845980779,4.426782529,9.56E-06,0.000333836
ENSDARG00000077673,74.0094131,3.745026236,0.782835267,4.783926319,1.72E-06,8.17E-05
ENSDARG00000052387,58.89185257,3.74684047,0.762939736,4.911056921,9.06E-07,4.81E-05
ENSDARG00000069988,118.459923,3.748271087,0.803709548,4.663713524,3.11E-06,0.000133958
ENSDARG00000093444,23.97566068,3.749159015,0.786814353,4.764985538,1.89E-06,8.86E-05
ENSDARG00000043198,110.0261642,3.750385802,0.674549382,5.559838767,2.70E-08,2.78E-06
ENSDARG00000089511,30.17245254,3.762101195,0.76024973,4.948507113,7.48E-07,4.10E-05
ENSDARG00000041947,75.31279265,3.763740571,0.726105825,5.183460102,2.18E-07,1.52E-05
ENSDARG00000078349,36.59516138,3.76634683,0.756498582,4.978656828,6.40E-07,3.64E-05
ENSDARG00000095615,76.57844792,3.766856535,0.625919327,6.018118268,1.76E-09,3.09E-07
ENSDARG00000052405,53.08852925,3.775602045,0.738531299,5.112311489,3.18E-07,2.09E-05
ENSDARG00000008075,39.27404397,3.776385631,0.609290375,6.198006379,5.72E-10,1.18E-07
ENSDARG00000071518,50.1819836,3.780092366,0.756161379,4.999055057,5.76E-07,3.37E-05
ENSDARG00000076196,42.7855637,3.780296638,0.787721227,4.799028522,1.59E-06,7.67E-05
ENSDARG00000093936,357.8304142,3.780572914,0.581092246,6.505977217,7.72E-11,2.46E-08
ENSDARG00000060322,512.3250336,3.78111761,0.536840815,7.043275226,1.88E-12,1.43E-09
ENSDARG00000053836,79.01613436,3.782069821,0.660289406,5.727897173,1.02E-08,1.29E-06
ENSDARG00000003313,26.61345159,3.783018686,0.80473837,4.700929923,2.59E-06,0.000115676
ENSDARG00000015273,52.19030453,3.785313074,0.865758259,4.372251761,1.23E-05,0.000413676
ENSDARG00000026049,107.9574198,3.787637387,0.708197922,5.348275203,8.88E-08,6.93E-06
ENSDARG00000039406,69.53967409,3.796578511,0.668429375,5.679849887,1.35E-08,1.58E-06
ENSDARG00000030006,96.54686853,3.796920828,0.576471695,6.586482672,4.50E-11,1.61E-08
ENSDARG00000061398,37.96259041,3.798415102,0.770922912,4.927101064,8.35E-07,4.49E-05
ENSDARG00000038964,21.41410438,3.800957396,0.803555687,4.730172978,2.24E-06,0.000102016
ENSDARG00000116556,103.4181282,3.804459127,0.667045416,5.70344842,1.17E-08,1.41E-06
ENSDARG00000018814,189.4377664,3.81159238,0.761316393,5.006581251,5.54E-07,3.26E-05
ENSDARG00000060340,27.90624449,3.812992025,0.713386512,5.344917464,9.05E-08,7.01E-06
ENSDARG00000109626,38.45054759,3.813090037,0.795925678,4.790761425,1.66E-06,7.93E-05
ENSDARG00000006526,1904.454773,3.820391624,0.780399136,4.895432925,9.81E-07,5.04E-05
ENSDARG00000029305,55.86358173,3.822278229,0.758609367,5.038532869,4.69E-07,2.83E-05
ENSDARG00000039234,20.66444532,3.822650317,0.749098992,5.102997543,3.34E-07,2.18E-05
ENSDARG00000051805,20.49616559,3.823477325,0.784545086,4.873495983,1.10E-06,5.54E-05
ENSDARG00000039100,293.8338469,3.826229751,0.779748365,4.907005805,9.25E-07,4.87E-05
ENSDARG00000034080,218.6458307,3.842273286,0.73806267,5.205890286,1.93E-07,1.37E-05
